,Amount,Average,Community_ID,Deviation,Drawee,Exporter,Frequency,Linkage
1234,1897502.71,1897502.71,21,,RSN ENTERPRISE SL,AMEER ENTERPRISES,1,0
1235,1299980.99,1299980.99,21,,RSN ENTERPRISE SL,SALEEM TEXTILE,1,0
1236,8009398.38,4004699.19,8,1704614.143,FARO ZIELINSKI SPOLKA JAWNA,EURO PAK TEXTILE IND.,2,1
1237,5532462.94,5532462.94,8,,FARO ZIELINSKI SPOLKA JAWNA,FATIMA WEAVING MILLS PVT LTD,1,0
1238,28542423.88,9514141.293,8,1316635.042,FARO ZIELINSKI SPOLKA JAWNA,KAMAL TEXTILE MILLS (PVT) LTD,3,0
1239,3403754.01,1134584.67,37,0,GULZAR TRADING LLC,FRUITI FRESH ( PVT) LTD,3,0
1240,10584844.77,1176093.863,37,153790.0631,GULZAR TRADING LLC,PAK KINNO PROCESSING FACTORY,9,0
1241,14598029.25,1122925.327,37,19457.16755,GULZAR TRADING LLC,SHAHEEN ENTERPRISES,13,0
1242,9756757.29,4878378.645,14,655218.8684,SAMAR HAMOUD SABRI TRADING EST,BABA ENTERPRISES,2,0
1243,9606076.83,1601012.805,14,205698.0689,SAMAR HAMOUD SABRI TRADING EST,FAIR EXPORT DEAL,6,0
1244,10927610.1,5463805.05,14,3835698.684,SAMAR HAMOUD SABRI TRADING EST,MESKAY & FAMTEE FOODS,2,0
1245,1635210.72,1635210.72,21,, ALL SEASON TEXTILES INC,AFROZE TEXTILE INDUSTRIES (PVT.) LT,1,0
1246,4615256.47,4615256.47,21,, ALL SEASON TEXTILES INC,GRACE APPAREL PVT LTD,1,0
1247,49028114.2,3502008.157,21,2531713.499, ALL SEASON TEXTILES INC,M.M. ENTERPRISES,14,0
1248,56470557.78,3764703.852,4,2379808.142,SALIMA TRADING CORPORATION,ASHAR INTERNATIONAL PVT LTD,15,0
1249,79852104.61,3629641.119,4,1303611.7,SALIMA TRADING CORPORATION,CHAWALA ENTERPRISES,22,1
1250,50314176,50314176,5,, SOBORIZ INDUSTRIE S A,FATIMA RICE & PROCESSING MILLS,1,0
1251,24108876,24108876,5,, SOBORIZ INDUSTRIE S A,M S KHALID RICE MILLS,1,0
1252,53458812,26729406,5,0, SOBORIZ INDUSTRIE S A,MATCO FOOD (PVT) LIMITED,2,0
1253,13848767.3,2769753.46,11,1524127.228, NEHA ENTERPRISES,OMRAI ENTERPRISES,5,0
1254,8021127.87,1336854.645,11,455041.5748, NEHA ENTERPRISES,SADA SHIV TRADERS,6,0
1255,4931418.18,4931418.18,1,,SUNRAYS TEXTILE 20 CANBERRA ROAD,A I TEXTILES,1,1
1256,9308122.56,9308122.56,1,,SUNRAYS TEXTILE 20 CANBERRA ROAD,ALI TEXTILES,1,0
1257,13820465.58,4606821.86,1,64522.64835,SUNRAYS TEXTILE 20 CANBERRA ROAD,KAMRAN TEXTILES PVT LTD,3,0
1258,1478503.03,1478503.03,11,,SAGAR TRADERS,ANMOL COMMISSION SHOP,1,0
1259,1546741.63,1546741.63,11,,SAGAR TRADERS,JAI RAM DASS COMMISSION AGENT,1,0
1260,155973.95,155973.95,11,,SAGAR TRADERS,RAJESH KUMAR BROKER,1,0
1261,26671872.78,8890624.26,15,2765646.768,KEJT SPOLKA Z OGRANICZONA ODPOWIEDZ,HUDABIA TEXTILE,3,1
1262,49142811.68,8190468.613,15,427462.1692,KEJT SPOLKA Z OGRANICZONA ODPOWIEDZ,KAMAL TEXTILE MILLS (PVT) LTD,6,1
1263,70391483.99,7039148.399,15,510857.5392,KEJT SPOLKA Z OGRANICZONA ODPOWIEDZ,NIAGARA MILLS PVT LIMITED,10,0
1264,16418445.65,2345492.236,4,1396763.467,VISION SUPPORT SERVICES LTD,ASHAR INTERNATIONAL PVT LTD,7,0
1265,57000080.94,2035717.176,4,1516855.216,VISION SUPPORT SERVICES LTD,HUSSAIN HOME TEXTILE,28,0
1266,245751297.2,5119818.691,4,2028595.688,VISION SUPPORT SERVICES LTD,KAY & EMMS PVT.LTD.,48,0
1267,4393985.2,2196992.6,1,2147980.886,HOME CURTAINS UK LTD,GOHAR TEXTILE MILLS PVT LTD,2,1
1268,3028206.9,3028206.9,1,,HOME CURTAINS UK LTD,KAMRAN TEXTILES PVT LTD,1,0
1269,65169313.82,7241034.869,1,3249502.245,HOME CURTAINS UK LTD,LINEN HOME,9,0
1270,3269408.87,3269408.87,21,,GALLERIA LAFAYET GEN TRADING CO,ALI TEXTILES,1,1
1271,3470871.02,1735435.51,21,793682.0363,GALLERIA LAFAYET GEN TRADING CO,ALLAH TAWAKAL TEXTILE,2,0
1272,2074013.23,1037006.615,21,2179.126323,GALLERIA LAFAYET GEN TRADING CO,GOHAR TEXTILE MILLS PVT LTD,2,0
1273,3301867.8,1100622.6,11,0,GULSHAN TRADERS,ANMOL COMMISSION SHOP,3,0
1274,2622626.42,1311313.21,11,297961.5181,GULSHAN TRADERS,M S DARSHAN TRADERS,2,0
1275,2201245.2,1100622.6,11,0,GULSHAN TRADERS,M/S ANMOOL COMMISION SHOP,2,0
1276,68512057.68,6228368.88,12,2419755.172,SADAQAT GLOBAL LTD,BEST EXPORTS PVT LTD,11,1
1277,34943262.32,5823877.053,12,2075328.541,SADAQAT GLOBAL LTD,MESTEX LINENS (PVT) LIMITED,6,0
1278,859475057.1,7885092.267,12,3373691.8,SADAQAT GLOBAL LTD,SADAQAT LIMITED,109,1
1279,745773.49,745773.49,6,,SOUTH KOREA,HILBRO INTT PVT LTD,1,0
1280,207545.98,207545.98,6,,SOUTH KOREA,NADIR & COMPANY,1,0
1281,1526788.91,1526788.91,6,,SOUTH KOREA,TOWNE BROTHERS LTD,1,0
1282,7352460.85,7352460.85,1,,HOME FASHION DISTRIBUTOR INC,ARHAM ENTERPRISES,1,0
1283,633582135.5,11954379.92,1,4109255.833,HOME FASHION DISTRIBUTOR INC,LOYAL TEXTILE,53,1
1284,9711139.11,3237046.37,1,1410156.76,HOME FASHION DISTRIBUTOR INC,MEGA COTTON TEXTILES,3,0
1285,6156837.75,3078418.875,2,3080798.35,CITEX GROUP SARL,A I TEXTILES,2,0
1286,20499657.76,4099931.552,2,442337.2457,CITEX GROUP SARL,KAUSAR PROCESSING IND PVT LTD,5,0
1287,11311322.78,3770440.927,2,647718.6542,CITEX GROUP SARL,NIMRA TEXTILE  PVT  LTD,3,0
1288,2613515.75,871171.9167,16,1117471.091,KURUM HOLDING BV,AL AZIZ APPARELS SUPPLY,3,0
1289,15046202.76,5015400.92,16,8027129.582,KURUM HOLDING BV,KAY & EMMS PVT.LTD.,3,1
1290,10744230.65,2686057.662,16,3667589.363,KURUM HOLDING BV,NICE KNITS (PVT).LTD.,4,1
1291,1238965.62,1238965.62,4,,KNIGHTSBRIDGE FURNISHI8NG LTD,AMIL EXPORTS (PVT) LTD,1,0
1292,40156320.62,3346360.052,4,1283128.977,KNIGHTSBRIDGE FURNISHI8NG LTD,CHAWALA ENTERPRISES,12,1
1293,2035695.61,2035695.61,4,,KNIGHTSBRIDGE FURNISHI8NG LTD,MIAN GHOUS BUX PVT.LTD.,1,0
1294,6217734.68,3108867.34,4,1464493.479,KOCH CO LTD,BLANC FIXE MINERALS,2,0
1295,7265190.91,3632595.455,4,2339362.61,KOCH CO LTD,MADNI TRADING CO.,2,0
1296,3334289.6,1667144.8,4,148222.578,CMD GMBH BEERENHUK 2 46499,M/S.MULTAN INDUSTRIES,2,0
1297,7757502.83,3878751.415,4,1332256.146,CMD GMBH BEERENHUK 2 46499,NISHAT MILLS LTD,2,0
1298,3012052.5,1506026.25,4,63790.54932,CMD GMBH BEERENHUK 2 46499,SHAKEEL TEXTILE INDUSTRIES,2,0
1299,1105099.15,1105099.15,1,,FANCY HOME SRL,HAYATULLAH & CO.,1,0
1300,4005275.8,1335091.933,1,109308.3294,FANCY HOME SRL,HBR TEXTILE INDUSTRIES,3,0
1301,600013.78,600013.78,1,,FANCY HOME SRL,HUDABIA TEXTILE,1,1
1302,5188295.21,2594147.605,4,1225262.574,KOMBOS HOME LTD,HAREEM FABRICS,2,0
1303,10547148.84,3515716.28,4,67898.83535,KOMBOS HOME LTD,SUNAIR TEXTILES,3,0
1304,47723839.88,4772383.988,4,330165.564,KOMBOS HOME LTD,ZEPHYR TEXTILES LTD.,10,0
1305,7079519.03,2359839.677,17,176513.7653,YOUSEF BIN BAKHEET BIN HALIL AL,H S ENTERPRISES,3,0
1306,10641290.99,5320645.495,17,302668.1269,YOUSEF BIN BAKHEET BIN HALIL AL,KHAN ENTERPRISES,2,0
1307,1834371,1834371,17,,YOUSEF BIN BAKHEET BIN HALIL AL,M/S JBM IMPEX MULTAN,1,0
1308,27179640.32,9059880.107,13,917152.4871,PINCROFT DYEING AND PRINTING CO LTD,FAISAL SPINING MILLS LTD,3,0
1309,3842823.81,3842823.81,13,,PINCROFT DYEING AND PRINTING CO LTD,KAMAL LIMITED,1,1
1310,9974570.51,4987285.255,13,738236.7259,PINCROFT DYEING AND PRINTING CO LTD,SHAFI TEXCEL LIMITED,2,0
1311,581495607,29074780.35,5,8152943.211,SA LES SILOS DE TOURTOULEN,FATIMA RICE & PROCESSING MILLS,20,0
1312,60534243,20178081,5,4992780.213,SA LES SILOS DE TOURTOULEN,MATCO FOOD (PVT) LIMITED,3,0
1313,15068047.5,15068047.5,5,,SA LES SILOS DE TOURTOULEN,SARWAR FOODS,1,0
1314,67870190.41,3231913.829,8,1350175.725, STUCO TASCHENTUCHER STUCHLIK,NAWAZ FABRICS,21,1
1315,2607238.66,869079.5533,8,797823.2983, STUCO TASCHENTUCHER STUCHLIK,RAINBOW INDUSTRIES,3,1
1316,10206800.6,5103400.3,8,30102.15793, STUCO TASCHENTUCHER STUCHLIK,UNITY HOME COLLECTIONS,2,0
1317,165848336.4,3316966.728,14,2408566.216,FATIMA IBRAHIM HAYYAT KHAN TRADING,FAIR EXPORT DEAL,50,0
1318,24201118.66,6050279.665,14,2050109.74,FATIMA IBRAHIM HAYYAT KHAN TRADING,M S KHALID RICE MILLS,4,1
1319,5071606.05,2535803.025,14,44219.86301,FATIMA IBRAHIM HAYYAT KHAN TRADING,SAEED & COMPANY,2,0
1320,10930754.74,5465377.37,14,1431994.173,FATIMA IBRAHIM HAYYAT KHAN TRADING,SHAREEF COMMODITIES,2,0
1321,504567590.3,12306526.59,14,4038904.204,NAUSHAD TRADING COMPANY LTD,AWAMI AGRO COMMODITIES,41,0
1322,749377240.9,12701309.17,14,5132223.139,NAUSHAD TRADING COMPANY LTD,BABA ENTERPRISES,59,0
1323,10952767.19,10952767.19,14,,NAUSHAD TRADING COMPANY LTD,KAFI COMMODITIES PVT LTD,1,0
1324,198404519.2,8266854.965,14,3074544.945,NAUSHAD TRADING COMPANY LTD,RICECO INDUSTRIES,24,0
1325,5738844.19,2869422.095,1,6672.620212,OPC TEXTILES SRL,HBR TEXTILE INDUSTRIES,2,0
1326,2580697.49,2580697.49,1,,OPC TEXTILES SRL,LAL INDUSTRIES,1,0
1327,4878259.36,2439129.68,1,662660.0571,OPC TEXTILES SRL,M S SOUTH ASIAN TEXTILE INDUSTRIES,2,0
1328,3384575.75,3384575.75,1,,OPC TEXTILES SRL,ROMEX INTERNATIONAL,1,0
1329,1209129.7,1209129.7,17,,SPAIN,EMPORIUM MANUFACTURING COMPANY,1,0
1330,383418.44,383418.44,17,,SPAIN,HAYMED,1,0
1331,194862.61,194862.61,17,,SPAIN,M.A.ARAIN   BROTHERS PVT LTD,1,0
1332,2864285.41,2864285.41,15,,SKORPIO POLO KFT,ALI TEXTILE,1,0
1333,5359981.31,2679990.655,15,101690.3909,SKORPIO POLO KFT,MEGA COTTON TEXTILES,2,1
1334,156052403.8,7431066.845,15,1606068.97,SKORPIO POLO KFT,NIAGARA MILLS PVT LIMITED,21,0
1335,5681854.11,5681854.11,15,,SKORPIO POLO KFT,THE MASTER FABRICS,1,0
1336,19822527.48,9911263.74,14,0, MILLENIUM COMMODITIES LTD,BABA ENTERPRISES,2,0
1337,71169926.06,8896240.758,14,2456647.164, MILLENIUM COMMODITIES LTD,EM FOOD,8,0
1338,6021034.55,6021034.55,14,, MILLENIUM COMMODITIES LTD,KHAN RICE MILLS,1,0
1339,12735775.8,12735775.8,14,, MILLENIUM COMMODITIES LTD,RICECO INDUSTRIES,1,0
1340,13102650,13102650,5,,HERBA RICE MILLS SLU,M S KHALID RICE MILLS,1,0
1341,312838871.4,39104858.93,5,13033005.89,HERBA RICE MILLS SLU,NOBEL FOODS PRIVATE LIMITED,8,0
1342,77515277.4,19378819.35,5,11262708.69,HERBA RICE MILLS SLU,SARWAR FOODS,4,0
1343,193919220,48479805,5,0,HERBA RICE MILLS SLU,SUPREME RICE MILLS,4,0
1344,32149007.21,3572111.912,1,1617154.221,ZANI TEX SRL,ALI TEXTILES,9,0
1345,1190062.34,1190062.34,1,,ZANI TEX SRL,HOOR FATIMA,1,0
1346,5218546.79,1304636.697,1,340597.112,ZANI TEX SRL,HOOR FATIMA TEXTILE,4,0
1347,1302950.58,1302950.58,1,,ZANI TEX SRL,KAUSAR PROCESSING IND PVT LTD,1,1
1348,50838282,50838282,5,,EURICOM SPA VIA STAZIONE 119 27020,FATIMA RICE & PROCESSING MILLS,1,0
1349,139805275.5,34951318.88,5,16655447.35,EURICOM SPA VIA STAZIONE 119 27020,NOBEL FOODS PRIVATE LIMITED,4,0
1350,50576229,50576229,5,,EURICOM SPA VIA STAZIONE 119 27020,SARWAR FOODS,1,0
1351,13102650,13102650,5,,EURICOM SPA VIA STAZIONE 119 27020,SONA RICE MILLS,1,0
1352,44549010,44549010,5,,SOUFFLET ALIMENTAIRE,FATIMA RICE & PROCESSING MILLS,1,0
1353,701683594.9,31894708.86,5,5829677.973,SOUFFLET ALIMENTAIRE,NOBEL FOODS PRIVATE LIMITED,22,0
1354,155973945.6,38993486.4,5,22623402.02,SOUFFLET ALIMENTAIRE,SARWAR FOODS,4,0
1355,218028096,54507024,5,0,SOUFFLET ALIMENTAIRE,SUPREME RICE MILLS,4,0
1356,2477344.24,2477344.24,10,,HEATONS HOUSE IDA BUSINESS,RAMAY TEXTILE  PVT LTD,1,0
1357,6790302.29,1697575.573,10,1126451.918,HEATONS HOUSE IDA BUSINESS,SABRI TEXTILES,4,0
1358,10640924.12,1773487.353,10,1493989.356,HEATONS HOUSE IDA BUSINESS,SHAFI EXPORTS,6,0
1359,183558853,4370448.88,10,2233975.471,HEATONS HOUSE IDA BUSINESS,SHERCOTEX,42,1
1360,185762.31,185762.31,6,,SOUTH AFRICA,FALCON SURGICAL CO. LTD,1,0
1361,1834371,1834371,6,,SOUTH AFRICA,LAURELS CO PVT LTD,1,0
1362,147902.71,147902.71,6,,SOUTH AFRICA,MEDISPOREX PVT LTD,1,0
1363,53308307.96,6663538.495,4,1255548.89,STYLIANOS MOUTEVELIS SA,BHARARA TEXTILES,8,1
1364,2138193.72,2138193.72,4,,STYLIANOS MOUTEVELIS SA,SABRI TEXTILES,1,1
1365,4060908.55,4060908.55,4,,STYLIANOS MOUTEVELIS SA,SUNAIR TEXTILES,1,0
1366,22624292.22,4524858.444,4,1327715.933,STYLIANOS MOUTEVELIS SA,ZEPHYR TEXTILES LTD.,5,0
1367,18840876.94,2691553.849,14,1734983.213,FIVE OCEANS TRADING LLC,A H GRAINS,7,0
1368,92563471.75,4871761.671,14,2835536.25,FIVE OCEANS TRADING LLC,EM FOOD,19,0
1369,7739997.41,7739997.41,14,,FIVE OCEANS TRADING LLC,EMF ENTERPRISES,1,0
1370,6998462.89,1749615.723,14,447616.8606,FIVE OCEANS TRADING LLC,QURESHI FLOUR MILLS,4,0
1371,371110365.4,13253941.62,14,3250186.386, ALPHA TRADING COMPANY LTD,EM FOOD,28,0
1372,900394.19,900394.19,14,, ALPHA TRADING COMPANY LTD,M.K.ENTERPRISES,1,0
1373,71903314.92,11983885.82,14,4480271.147, ALPHA TRADING COMPANY LTD,R.B. INTERNATIONAL,6,0
1374,171525638.1,14293803.18,14,5328846.679, ALPHA TRADING COMPANY LTD,RICECO INDUSTRIES,12,0
1375,46213767.73,5776720.966,2,1648667.352,BED MAKER FINE HOME TEXTILES,AL REHMAT TRADERS PVT LTD,8,0
1376,75500032.19,5392859.442,2,2863859.266,BED MAKER FINE HOME TEXTILES,KAUSAR PROCESSING IND PVT LTD,14,0
1377,41873633.36,3489469.447,2,2587872.112,BED MAKER FINE HOME TEXTILES,SHERCOTEX,12,0
1378,1681049.03,1681049.03,2,,BED MAKER FINE HOME TEXTILES,SWEETY TEXTILES PVT LIMITED,1,0
1379,405012767.8,16875531.99,10,12122834.48,EMMEBIESSE SPA PIAZZA INDUSTRIA 78,AZIZ TEXTILES,24,0
1380,109439419.8,6839963.734,10,3511517.729,EMMEBIESSE SPA PIAZZA INDUSTRIA 78,HOME & HOTEL TEXTILES PVT LIMITED,16,0
1381,36403118.71,7280623.742,10,1806272.242,EMMEBIESSE SPA PIAZZA INDUSTRIA 78,HOME AND HOTEL TEXTILES PVT LIMITED,5,0
1382,5076270.59,2538135.295,10,511419.0736,EMMEBIESSE SPA PIAZZA INDUSTRIA 78,ZEPHYR TEXTILES LTD.,2,1
1383,1337452.74,1337452.74,4,,TWENTSE DAMAST LINNEN AND KATOEN FABR,KAMRAN TEXTILES PVT LTD,1,1
1384,269623.81,269623.81,4,,TWENTSE DAMAST LINNEN AND KATOEN FABR,KAUSAR PROCESSING IND PVT LTD,1,1
1385,3559551.52,711910.304,4,429292.8603,TWENTSE DAMAST LINNEN AND KATOEN FABR,M/S.MULTAN INDUSTRIES,5,0
1386,847668.07,282556.0233,4,82347.90858,TWENTSE DAMAST LINNEN AND KATOEN FABR,RAINBOW INDUSTRIES,3,0
1387,53628613.95,5958734.883,4,2155787.337,SIMBA TEXTILE MILLS PTY LTD,GOHAR TEXTILE MILLS PVT LTD,9,1
1388,12902860.8,860190.72,4,808348.9307,SIMBA TEXTILE MILLS PTY LTD,HUSSAIN HOME TEXTILE,15,0
1389,39395580.52,2073451.606,4,1001629.56,SIMBA TEXTILE MILLS PTY LTD,LIBAZ SOURCING PVT LTD,19,0
1390,6776683.24,752964.8044,4,589905.1715,SIMBA TEXTILE MILLS PTY LTD,RAINBOW INDUSTRIES,9,0
1391,5959504.5,1191900.9,11,289030.5658,KK AND COMPANY,JAI RAM DASS COMMISSION AGENT,5,0
1392,3918216.45,1959108.225,11,404694.0047,KK AND COMPANY,NIRANKAR TRADING COMPANY,2,0
1393,15599491.01,1559949.101,11,61335.20148,KK AND COMPANY,SADA SHIV TRADERS,10,0
1394,4089766.84,1363255.613,11,317807.1033,KK AND COMPANY,VIJAY KUMAR & CO,3,0
1395,33895184.49,8473796.122,13,438107.6108,MENDERES TEKSTIL SANAYI VE TICARET,BHANERO TEXTILE MILLS LTD UNIT 3,4,0
1396,9831407.81,4915703.905,13,2431039.145,MENDERES TEKSTIL SANAYI VE TICARET,FAISAL SPINING MILLS LTD,2,0
1397,84557940.24,8455794.024,13,3488797.834,MENDERES TEKSTIL SANAYI VE TICARET,NAVEENA INDUSTRIES,10,0
1398,892317.72,99146.41333,6,71922.01219,STATE PHARMACEUTICALS CORPORATION,HILBRO INTT PVT LTD,9,0
1399,1314045.91,328511.4775,6,245252.9338,STATE PHARMACEUTICALS CORPORATION,PRIME STAR INSTRUMENTS,4,0
1400,9892728.21,9892728.21,6,,COMMERCIALIZADORA DE ARTICULOS,DAWOOD EXPORTS (PVT) LTD,1,1
1401,42242.94,42242.94,6,,COMMERCIALIZADORA DE ARTICULOS,HILBRO INTT PVT LTD,1,0
1402,1364667.2,682333.6,6,90352.01146,COMMERCIALIZADORA DE ARTICULOS,MEDISPOREX PVT LTD,2,0
1403,6682921.72,3341460.86,6,104473.3157,COMMERCIALIZADORA DE ARTICULOS,PAK TEXTILES TRADER,2,0
1404,1297267.17,1297267.17,11,,KRISHNA TRADING COMPANY,HARI OM TRADERS,1,0
1405,3366437.66,1683218.83,11,193007.9072,KRISHNA TRADING COMPANY,MARVI TRADERS,2,0
1406,2993693.48,1496846.74,11,0,KRISHNA TRADING COMPANY,NIRANKAR TRADING COMPANY,2,0
1407,2233530.13,2233530.13,4,,GAILARDE LTD,ANWARTEX INDUSTRIES (PVT) LTD.,1,0
1408,16097794.2,5365931.4,4,865384.7569,GAILARDE LTD,NASEEM FABRICS,3,0
1409,5279208.63,5279208.63,4,,GAILARDE LTD,SUFI WEAVING INDUSTRIES PVT LTD,1,0
1410,2603252.06,2603252.06,4,,GAILARDE LTD,ZEPHYR TEXTILES LTD.,1,0
1411,3194675.55,1597337.775,2,1008.030214,ROYAL TEX LTD LLC,AL AMINA INTERNATIONAL,2,0
1412,8774899.74,8774899.74,2,,ROYAL TEX LTD LLC,BEST EXPORTS PVT LTD,1,0
1413,3672996.27,3672996.27,2,,ROYAL TEX LTD LLC,DAWOOD EXPORTS (PVT) LTD,1,0
1414,30183490.35,10061163.45,2,5115972.21,ROYAL TEX LTD LLC,GUL AHMED TEXTILE MILLS LTD.,3,1
1415,36125889.69,12041963.23,13,6237864.105,BIMATEX TEXTIL MARKETING UND,NAVEENA INDUSTRIES,3,0
1416,7852962.17,7852962.17,13,,BIMATEX TEXTIL MARKETING UND,RELIANCE WEAVING MILLS LTD,1,0
1417,955730.35,955730.35,13,,BIMATEX TEXTIL MARKETING UND,SHAFI TEXCEL LIMITED,1,0
1418,42978938.33,3907176.212,13,2644495.677,BIMATEX TEXTIL MARKETING UND,SHUJABAD WEAVING MILLS LTD.,11,0
1419,2594534.34,2594534.34,11,, HARDWARI MALL OMKAR MALL,LAL SHAHBAZ TRADERS,1,0
1420,9280449.77,1856089.954,11,691723.8812, HARDWARI MALL OMKAR MALL,NIRANKAR TRADING COMPANY,5,0
1421,12470787.81,1558848.476,11,301092.653, HARDWARI MALL OMKAR MALL,SATNAM TRADING COMPANY,8,0
1422,9080870.19,1297267.17,11,0, HARDWARI MALL OMKAR MALL,SHAH TRADERS,7,0
1423,402558351.2,5834179.002,4,8325267.1,BLUE STAR,FASHION E TREND PVT LTD,69,0
1424,16004698.3,5334899.433,4,8569539.688,BLUE STAR,KAY & EMMS PVT.LTD.,3,0
1425,8205469.58,1367578.263,4,102338.5449,BLUE STAR,MADNI TRADING CO.,6,0
1426,2190763.09,547690.7725,4,221277.0315,BLUE STAR,MIAN ENTERPRISES,4,0
1427,2166654.2,2166654.2,17,,CANADA,AL SABAHAT ENTERPRISES,1,1
1428,136181.85,136181.85,17,,CANADA,EMPORIUM MANUFACTURING COMPANY,1,0
1429,659954.28,659954.28,17,,CANADA,GREEN HILL,1,0
1430,488466.79,488466.79,17,,CANADA,IMRAN QASIM TRADING ESTD.,1,0
1431,3192283.52,3192283.52,21,,CAMPAGNOLO COMMERCIO SPA,AFROZE TEXTILE INDUSTRIES (PVT.) LT,1,0
1432,2218855.16,2218855.16,21,,CAMPAGNOLO COMMERCIO SPA,M/S.MULTAN INDUSTRIES,1,1
1433,908866.98,454433.49,21,533174.7623,CAMPAGNOLO COMMERCIO SPA,NAWAZ FABRICS,2,0
1434,3923107.49,3923107.49,21,,CAMPAGNOLO COMMERCIO SPA,SADAQAT LIMITED,1,1
1435,5403586.72,1801195.573,1,63845.50213,CALBITEX SRL,ALI TEXTILES,3,0
1436,1164202.5,1164202.5,1,,CALBITEX SRL,HBR TEXTILE INDUSTRIES,1,0
1437,12284497.44,2456899.488,1,771510.9346,CALBITEX SRL,LAL INDUSTRIES,5,0
1438,834429.65,834429.65,1,,CALBITEX SRL,M S SOUTH ASIAN TEXTILE INDUSTRIES,1,0
1439,6876536.76,982362.3943,21,439730.4384,BOI TRADING COMPANY LTD,COSY INTERNATIONAL PVT LTD,7,0
1440,2491375.61,2491375.61,21,,BOI TRADING COMPANY LTD,M/S  SANDAL EXPORT,1,1
1441,5005598.95,2502799.475,21,1172750.986,BOI TRADING COMPANY LTD,SAIMI EXPORTS,2,0
1442,6838584.45,3419292.225,1,1682896.313,GENIUS TEXTILES NETWORK,DIAMOND FABRICS,2,0
1443,8110226.25,4055113.125,1,435673.5973,GENIUS TEXTILES NETWORK,GULFRAZ FABRICS,2,0
1444,9228785.67,2307196.418,1,135384.8401,GENIUS TEXTILES NETWORK,KLASS TEXTILE,4,0
1445,1564489.96,1564489.96,1,,GENIUS TEXTILES NETWORK,MEGA COTTON TEXTILES,1,0
1446,14202034.66,4734011.553,2,502424.0858,PRESTIGE AMERICA LLC,BEST EXPORTS PVT LTD,3,0
1447,515329668.9,5662963.395,2,2959554.687,PRESTIGE AMERICA LLC,CHAWALA ENTERPRISES,91,0
1448,3196145.14,3196145.14,2,,PRESTIGE AMERICA LLC,LEGACY TEXTILES,1,1
1449,13641489.4,378930.2611,37,177851.845,PRIME SAFETY LTD,FIRST TREET MANF MODARBA,36,0
1450,16995065.07,303483.3048,37,159448.9086,PRIME SAFETY LTD,S.P.(PVT) LIMITED,56,0
1451,23089416.46,4617883.292,37,1669624.228,PRIME SAFETY LTD,SHAHBAZ GARMENTS PVT LTD,5,0
1452,182836734.9,554050.7119,37,560890.2806,PRIME SAFETY LTD,SHERWANI INTERNATIONAL,330,0
1453,12683407.14,1585425.892,0,15630.81625,SAGARI ENTERPRISES,ANMOL COMMISSION SHOP,8,1
1454,14700098.87,980006.5913,0,255131.8778,SAGARI ENTERPRISES,IMPERIAL MINERALS AND STEEL(PVT)LTD,15,0
1455,36204853.59,1005690.378,0,234467.9191,SAGARI ENTERPRISES,IMPERIAL STEEL,36,0
1456,17700527.1,2212565.888,0,859813.1813,SAGARI ENTERPRISES,M/S ANMOOL COMMISION SHOP,8,1
1457,101791253.1,4847202.527,21,882237.2136,JYSK SP ZOO CO SHARED FINANCE,GUL AHMED TEXTILE MILLS LTD.,21,0
1458,27499895.27,3928556.467,21,1897775.627,JYSK SP ZOO CO SHARED FINANCE,NOOR FATIMA FABRICS PVT LTD,7,0
1459,11608637.63,1658376.804,21,725813.4527,JYSK SP ZOO CO SHARED FINANCE,SALEEM TEXTILE,7,0
1460,134891073.2,6131412.416,21,2088324.536,JYSK SP ZOO CO SHARED FINANCE,WORTHTEX INTERNATIONAL,22,0
1461,762999.44,762999.44,6,,NETHERLANDS,BILLO TRADING CORP,1,0
1462,81353.69,81353.69,6,,NETHERLANDS,BLAZON SURGICAL CO,1,0
1463,14674.97,14674.97,6,,NETHERLANDS,SESIL PRIVATE LIMITED,1,0
1464,8990300.49,2247575.123,12,1951815.525,KOPPERMANN AND CO GMBH,ANWAAR TEXTILE,4,0
1465,629241.66,629241.66,12,,KOPPERMANN AND CO GMBH,M/S.MULTAN INDUSTRIES,1,1
1466,8821890.56,4410945.28,12,3822100.667,KOPPERMANN AND CO GMBH,PROSPERITY WEAVING MILLS LTD.,2,0
1467,8718503.31,1743700.662,12,4774.834493,KOPPERMANN AND CO GMBH,SALEEM TEXTILE,5,1
1468,23665974.98,7888658.327,16,6708510.804,DETEXPOL TOMASZ WLODARCZYK UL,AL REHMAN FABRICS,3,0
1469,64648498.16,10774749.69,16,4461350.595,DETEXPOL TOMASZ WLODARCZYK UL,GOHAR TEXTILE MILLS PVT LTD,6,1
1470,3949573.72,3949573.72,16,,DETEXPOL TOMASZ WLODARCZYK UL,HUDABIA TEXTILE,1,1
1471,4205747.3,4205747.3,16,,DETEXPOL TOMASZ WLODARCZYK UL,MACHTRADE CORPORATION,1,0
1472,3219687.98,1609843.99,11,89240.21333,SARMAST TRADERS,HARI OM TRADERS,2,0
1473,4891166.83,1222791.708,11,324072.9507,SARMAST TRADERS,JAI RAM DASS COMMISSION AGENT,4,0
1474,1276407.75,1276407.75,11,,SARMAST TRADERS,M S LAL TRADERS,1,0
1475,2729544.05,1364772.025,11,186781.8532,SARMAST TRADERS,RAJ KUMAR & COMPANY,2,0
