Amount,Average,Community_ID,Deviation,Drawee,Exporter,Frequency,Linkage
32925177.28,10975059.09,1,4700402.663,NALIS - INDUSTRIA E COMERCIO DE,AHMED FINE TEXTILE MILLS LTD,3,0
6139110,6139110,1,,NALIS - INDUSTRIA E COMERCIO DE,FAZAL CLOTH MILLS LIMITED,1,0
10648376,10648376,1,,NALIS - INDUSTRIA E COMERCIO DE,HUSSAIN MILLS LIMITED,1,1
7935394.49,3967697.245,1,78790.5681,NALIS - INDUSTRIA E COMERCIO DE,MASOOD SPINNING MILLS LTD,2,0
154799226,77399613,17,2545571.684,MITSUBISHI CORPORATION,HABIB SUGAR MILLS LIMITED,2,0
396868015,198434007.5,17,20207596.48,MITSUBISHI CORPORATION,PREMIER INDMANUFACTUCOPVT,2,0
2253708732,321958390.3,17,235029439.8,MITSUBISHI CORPORATION,PREMIER INDUSTRIAL CHEMICAL MFG CO,7,0
38701445,38701445,17,,MITSUBISHI CORPORATION,SHAHMURAD SUGAR MILLS LIMITED,1,0
25934870,25934870,1,,PREMIER YARNS LIMTED,EASTERN SPINNING MILLS LIMITED,1,0
230268349,230268349,1,,PREMIER YARNS LIMTED,INDUS DYEING & MFG CO LTD,1,0
54652716.25,27326358.13,1,647170.1972,PREMIER YARNS LIMTED,NAGINA COTTON MILLS LTD,2,0
83794081,27931360.33,1,4029294.643,PREMIER YARNS LIMTED,SAPPHIRE TEXTILE MILLS LIMITED,3,0
827995860,413997930,17,347894796.9,TRAFIGURA PTE LIMITED ONE MARINA,ARLA FOOD AMBA 8 C SLUSEHOLMEN DK2450 KOBENHAVN SV DENMARK,2,0
674313189,337156594.5,17,117155297.8,TRAFIGURA PTE LIMITED ONE MARINA,ATTOCK REFINERY LIMITED,2,0
659996700,659996700,17,,TRAFIGURA PTE LIMITED ONE MARINA,NATIONAL REFINERY LIMITED,1,0
3432945.94,3432945.94,12,,TEXTILES DOSAN SL,BEST TOWEL INDUSTRIES,1,0
36043650,4004850,12,1091618.322,TEXTILES DOSAN SL,CHAWALA ENTERPRISES,9,1
20623292.78,5155823.195,12,1685016.873,TEXTILES DOSAN SL,NASEEM FABRICS,4,1
11563011,5781505.5,12,725191.0371,TEXTILES DOSAN SL,WORTHTEX INTERNATIONAL,2,0
8846449,8846449,8,,MODELO CONTINENTE INT TRADE SA,COMET SPORTS PVTLTD,1,0
6341308,2113769.333,8,114963.0259,MODELO CONTINENTE INT TRADE SA,ISMAIL SPORTS GARMENT INDUSTRY,3,1
10839318.95,5419659.475,8,2102906.541,MODELO CONTINENTE INT TRADE SA,WE APPAREL PVT LIMITED,2,0
9204668,9204668,6,,ABRADISC - ABRASIVOS LDA,FAZAL CLOTH MILLS LIMITED,1,1
11396802.75,5698401.375,6,1919884.89,ABRADISC - ABRASIVOS LDA,FAZAL REHMAN FABRICS LTD,2,0
6971490.02,6971490.02,6,,ABRADISC - ABRASIVOS LDA,HUSSAIN MILLS LIMITED,1,0
5339973,5339973,6,,ABRADISC - ABRASIVOS LDA,RELIANCE WEAVING MILLS LTD,1,0
22278120.25,7426040.083,12,2628370.534,MORI TESSUTI SRL,COLONY TEXTILE MILLS LIMITED,3,1
10079950,10079950,12,,MORI TESSUTI SRL,GOHAR TEXTILE MILLS PVT LTD,1,1
5702929,5702929,12,,MORI TESSUTI SRL,NIAGARA MILLS PVT LTD,1,0
1882773,1882773,12,,MORI TESSUTI SRL,VKY EXPORTS,1,0
14763418,7381709,1,355183.9788,SALEK TEXTILE LIMITED,MAQBOOL TEXTILE MILLS LTD,2,0
7002573,7002573,1,,SALEK TEXTILE LIMITED,MASOOD SPINNING MILLS LTD,1,0
4867947.25,4867947.25,1,,SALEK TEXTILE LIMITED,ROOMI FABRICS LIMITED,1,0
5313938.52,5313938.52,1,,SALEK TEXTILE LIMITED,SAPPHIRE FIBRES LIMITED,1,0
11757253,11757253,1,,SALEK TEXTILE LIMITED,SAPPHIRE TEXTILE MILLS LIMITED,1,0
48458638,48458638,1,,CHTC DAYAO TEXILE CO LTD,DIAMOND FABRICS LIMITED,1,1
21636199.72,10818099.86,1,719653.2596,CHTC DAYAO TEXILE CO LTD,INDUS DYEING & MFG CO LTD,2,0
163728836.4,23389833.77,1,8398614.285,CHTC DAYAO TEXILE CO LTD,MAHMOOD TEXTILE MILLS LTD,7,0
28534470.8,28534470.8,1,,CHTC DAYAO TEXILE CO LTD,RELIANCE WEAVING MILLS LTD,1,1
38322037.61,19161018.81,1,309548.9972,CHTC DAYAO TEXILE CO LTD,SAPPHIRE TEXTILE MILLS LIMITED,2,0
7447756.45,3723878.225,3,4945616.869,NIEN HSING TEXTILE CO LTD,ARTISTIC MILLINERS PVT LTD,2,0
65606072,65606072,3,,NIEN HSING TEXTILE CO LTD,DIAMOND FABRICS LIMITED,1,1
23092938.85,23092938.85,3,,NIEN HSING TEXTILE CO LTD,INDIGO TEXTILE PVT LTD,1,0
88051285.07,88051285.07,3,,NIEN HSING TEXTILE CO LTD,KOHINOOR MILLS LTD,1,0
197093907.6,98546953.8,3,79723232.9,NIEN HSING TEXTILE CO LTD,NAVEENA EXPORTS LIMITED,2,0
129601463.9,43200487.98,1,16380846.61,SHANTOU JILONG IMPORT AND EXPORT,AHMED ORIENTAL TEXTILE MILLS LTD,3,0
149064068.1,29812813.62,1,11794604.81,SHANTOU JILONG IMPORT AND EXPORT,INDUS LYALLPUR LIMITED,5,0
24188403.12,24188403.12,1,,SHANTOU JILONG IMPORT AND EXPORT,ISLAND TEXTILE MILLS LIMITED,1,0
30739346,30739346,1,,SHANTOU JILONG IMPORT AND EXPORT,MAYFAIR LIMITED,1,0
289735455,57947091,1,26189653.36,SHANTOU JILONG IMPORT AND EXPORT,NISAR SPINNING MILLS PVT LIMITED,5,0
14338325,4779441.667,12,382018.2394,CHENONE STORES LIMITED,SAIMI EXPORTS,3,0
37519742,4689967.75,12,867172.4256,CHENONE STORES LIMITED,ZEPHYR TEXTILES LIMITED,8,0
4079341.5,4079341.5,1,,COMTECH'S INTERNATIONAL,FAZAL CLOTH MILLS LIMITED,1,0
15842801,5280933.667,1,2076280.606,COMTECH'S INTERNATIONAL,INDUS DYEING & MFG CO LTD,3,0
2317256.34,2317256.34,1,,COMTECH'S INTERNATIONAL,JK SPINNING MILLS LTD,1,1
2676317,2676317,1,,COMTECH'S INTERNATIONAL,MASOOD SPINNING MILLS LTD,1,0
16463917,8231958.5,1,118793.2321,COMTECH'S INTERNATIONAL,SHUJABAD WEAVING MILLS LTD,2,1
67937648.02,67937648.02,12,,HOTELAR TEXTEIS SA,ADAMJEE ENTERPRISES E-17/A,1,0
6963420.91,6963420.91,12,,HOTELAR TEXTEIS SA,ADNAN APPAREL,1,0
65124330,65124330,12,,HOTELAR TEXTEIS SA,INDUS HOME LIMITED,1,0
208895992.8,69631997.6,12,28121967.24,HOTELAR TEXTEIS SA,ZEPHYR TEXTILES LIMITED,3,0
11017969.51,3672656.503,1,2778374.257,RUETEX TEXTILHANDELSGESELLSCHAFT,MASOOD SPINNING MILLS LTD,3,0
6781398.4,3390699.2,1,1679784.202,RUETEX TEXTILHANDELSGESELLSCHAFT,RELIANCE COTTON SPINNING MILLS LTD,2,0
7107007.84,3553503.92,1,1120203.541,RUETEX TEXTILHANDELSGESELLSCHAFT,ROOMI FABRICS LIMITED,2,0
13383461.76,4461153.92,1,1813058.837,RUETEX TEXTILHANDELSGESELLSCHAFT,SAIF TEXTILE MILLS LTD,3,0
21654890.62,5413722.655,1,952788.2371,RUETEX TEXTILHANDELSGESELLSCHAFT,SAPPHIRE FIBRES LIMITED,4,0
8937675,8937675,0,,MIK EL DI,AFROZE TEXTILE INDUSTRIES PVT LTD,1,0
21418573,10709286.5,0,5116174.242,MIK EL DI,ALI TEXTILES,2,0
5579972,5579972,0,,MIK EL DI,SALEEM TEXTILE,1,0
121693950.5,11063086.41,0,5710371.211,MIK EL DI,SAMTEX TEXTILES,11,0
10029427.57,5014713.785,0,938211.6006,MIK EL DI,ZAFAR FABRICS PVT LTD,2,0
82555830.5,27518610.17,6,11340657.03,ZHEJIANG TEXTILES IMPORT AND,GHAZI FABRICS INTERNATIONAL LTD,3,1
363132792.8,30261066.07,6,20916163.62,ZHEJIANG TEXTILES IMPORT AND,NAVEENA INDUSTRIES LIMITED,12,0
73098895,73098895,6,,ZHEJIANG TEXTILES IMPORT AND,NISAR SPINNING MILLS PVT LIMITED,1,1
79715122.69,19928780.67,6,14183932.32,ZHEJIANG TEXTILES IMPORT AND,PROSPERITY WEAVING MILLS LTD,4,0
34371067.1,34371067.1,6,,ZHEJIANG TEXTILES IMPORT AND,RELIANCE WEAVING MILLS LTD,1,0
133353104.9,8334569.059,5,8158223.066,BURRITO BLANCO SL,ARSHAD CORPORATION PVT LTD,16,0
6566066.24,6566066.24,5,,BURRITO BLANCO SL,KAMAL LIMITED,1,1
3173170.18,3173170.18,5,,BURRITO BLANCO SL,KB ENTERPRISES,1,0
7131944.12,3565972.06,5,931185.4695,BURRITO BLANCO SL,NASEEM FABRICS,2,0
33696551.11,16848275.56,5,9193247.212,BURRITO BLANCO SL,UNIBRO INDUSTRIES LIMITED,2,0
153008355,38252088.75,1,9740968.695,SUMEC INTERNATIONAL TECHNOLOGY,INDUS DYEING & MFG CO LTD,4,0
32999835,32999835,1,,SUMEC INTERNATIONAL TECHNOLOGY,ISLAND TEXTILE MILLS LIMITED,1,0
31751841,31751841,1,,SUMEC INTERNATIONAL TECHNOLOGY,MAHMOOD TEXTILE MILLS LTD,1,0
12786013,12786013,1,,SUMEC INTERNATIONAL TECHNOLOGY,MASOOD FABRICS LIMITED,1,0
62603687,31301843.5,1,398806.1033,SUMEC INTERNATIONAL TECHNOLOGY,MASOOD SPINNING MILLS LTD,2,0
36670025.64,5238575.091,3,5222901.556,AKM KNIT WEAR LTD,ARTISTIC MILLINERS PVT LTD,7,0
96988068,24247017,3,23014061.55,AKM KNIT WEAR LTD,KOHINOOR MILLS LTD,4,0
63003990.13,15750997.53,3,17083388.33,AKM KNIT WEAR LTD,M S RANA TEXTILE MILLS LIMITEDDF,4,0
21795791,10897895.5,3,7079446.32,AKM KNIT WEAR LTD,RANTEX PRIVATE LIMITED,2,0
22187057.27,22187057.27,3,,AKM KNIT WEAR LTD,SIDDIQSONS LIMITED,1,0
67856721,22618907,3,17588564.37,MAXCOM INTERNATIONAL BD LIMITED,ARTISTIC MILLINERS PVT LTD,3,0
1466393,1466393,3,,MAXCOM INTERNATIONAL BD LIMITED,INDIGO TEXTILE PVT LTD,1,0
2483988,2483988,3,,MAXCOM INTERNATIONAL BD LIMITED,KOHINOOR MILLS LTD,1,0
3227984,3227984,3,,MAXCOM INTERNATIONAL BD LIMITED,NAVEENA EXPORTS LIMITED,1,0
28267105.64,5653421.128,3,4122413.222,MAXCOM INTERNATIONAL BD LIMITED,SIDDIQSONS LIMITED,5,0
139545393.1,6977269.657,2,7478047.366,MATRIX SOURCING,ALPHA KNITTING PVTLTD,20,0
147279806.3,7751568.75,2,9632662.98,MATRIX SOURCING,BODY MEDIA INTERNATIONAL PVT LTD,19,1
171863141,85931570.5,2,14373995.23,MATRIX SOURCING,KAY AND EMMS PVT LTD,2,0
1088083651,20149697.23,2,21467440.66,MATRIX SOURCING,KLASH PVT LTD,54,0
6401428.2,3200714.1,6,266264.3111,KYOUNGNAM TEXTILE COLTD,FATEH INDUSTRIES LIMITED,2,0
6542636.17,3271318.085,6,166415.198,KYOUNGNAM TEXTILE COLTD,M/SFATEH INDUSTRIES LTD,2,0
17849911,17849911,6,,KYOUNGNAM TEXTILE COLTD,NISHAT CHUNIAN LIMITED,1,1
72599637,72599637,6,,KYOUNGNAM TEXTILE COLTD,PROSPERITY WEAVING MILLS LTD,1,0
50014124.23,7144874.89,6,1170748.33,KYOUNGNAM TEXTILE COLTD,SAPPHIRE TEXTILE MILLS LIMITED,7,1
18344308,9172154,20,4839131.926,LS OCEANUS TRADING COLTD,CHILTAN SEA FOOD,2,0
12122966.15,12122966.15,20,,LS OCEANUS TRADING COLTD,MARITIME SEAFOOD,1,0
4510287.32,4510287.32,20,,LS OCEANUS TRADING COLTD,MUKHI NOORDIN AND SONS,1,0
9913786,9913786,2,,ORCHESTRA PREMAMAN,GRACE APPAREL PVT LTD,1,0
74717122,14943424.4,3,3528659.517,SANTUK TEKSTIL SANVE TICAS,AZGARD NINE LIMITED,5,0
5637859.15,5637859.15,3,,SANTUK TEKSTIL SANVE TICAS,M S RANA TEXTILE MILLS LIMITEDDF,1,0
22823887,5705971.75,3,316807.5946,SANTUK TEKSTIL SANVE TICAS,RANTEX PRIVATE LIMITED,4,0
49788886,12447221.5,3,4393137,SANTUK TEKSTIL SANVE TICAS,SIDDIQSONS LIMITED,4,0
25409873,8469957.667,3,4383504.041,SANTUK TEKSTIL SANVE TICAS,US DENIM MILLS PVT LTD,3,0
7141044.19,7141044.19,0,,TEXTILES DE GRANGESVOLOGNE SA,AL-KARAM TEXTILE MILLS PRIVATE,1,0
12238719.33,4079573.11,0,3224917.358,TEXTILES DE GRANGESVOLOGNE SA,ALI TEXTILES,3,0
28515741,28515741,0,,TEXTILES DE GRANGESVOLOGNE SA,M/S ALI TEXTILES,1,0
62305692,15576423,0,18173554.27,TEXTILES DE GRANGESVOLOGNE SA,NISHAT CHUNIAN LIMITED,4,1
28094020,9364673.333,0,6311001.029,TEXTILES DE GRANGESVOLOGNE SA,NISHAT MILLS LIMITED,3,1
2322086.7,2322086.7,3,,DESIGN AND SOURCE LTD,ARTISTIC FABRIC AND GARMENT,1,0
3794381,3794381,3,,DESIGN AND SOURCE LTD,ARTISTIC MILLINERS PVT LTD,1,0
8077604,8077604,3,,DESIGN AND SOURCE LTD,KAMAL LIMITED,1,1
5681932.03,1893977.343,3,1067002.509,DESIGN AND SOURCE LTD,NAVEENA EXPORTS LIMITED,3,0
2527187,2527187,3,,DESIGN AND SOURCE LTD,RANTEX PRIVATE LIMITED,1,0
1597312,1597312,3,,CROSS LINE WOVEN GARMENTS LTD,INDIGO TEXTILE PVT LTD,1,0
993643.91,993643.91,3,,CROSS LINE WOVEN GARMENTS LTD,KAMAL LIMITED,1,1
51036978.43,3645498.459,3,3538856.603,CROSS LINE WOVEN GARMENTS LTD,KOHINOOR MILLS LTD,14,0
6132476.17,6132476.17,3,,CROSS LINE WOVEN GARMENTS LTD,MEKOTEX PRIVATE LIMITED,1,0
135604895.1,9040326.341,3,7190677.677,CROSS LINE WOVEN GARMENTS LTD,SARENA INDUSTRIES AND EMBROIDERY,15,0
750755.73,750755.73,3,,THE CIVIL ENGINEERS LIMITED,ARTISTIC FABRIC AND GARMENT,1,0
259003966,14389109.23,3,19775368.35,THE CIVIL ENGINEERS LIMITED,ARTISTIC MILLINERS PVT LTD,18,0
347855383.2,38650598.13,3,40060766.66,THE CIVIL ENGINEERS LIMITED,KOHINOOR MILLS LTD,9,0
9583124,4791562,3,4149261.58,THE CIVIL ENGINEERS LIMITED,NISHAT MILLS LIMITED,2,0
571798130.6,81685447.23,3,67305654.77,THE CIVIL ENGINEERS LIMITED,SAPHIRE FINISHING MILLS LTD,7,0
703861946,4189654.44,4,1127024.572,OMAR JIBRAN ENGG INDLTD,INTERNATIONAL STEELS LIMITED,168,0
27844830,2784483,4,665889.2709,OMAR JIBRAN ENGG INDLTD,MID PAKISTAN COIL CENTER PVT,10,0
6812676,6812676,1,,MUNDOTEXTIL INDUSTRIAS TEXTEIS SA,HIRA TEXTILE MILLS LIMITED,1,0
25147195,12573597.5,1,1293218.4,MUNDOTEXTIL INDUSTRIAS TEXTEIS SA,INDUS DYEING & MFG CO LTD,2,0
27899875.18,5579975.036,1,1935430.972,MUNDOTEXTIL INDUSTRIAS TEXTEIS SA,RELIANCE WEAVING MILLS LTD,5,1
12019867.12,3004966.78,1,396956.0899,MUNDOTEXTIL INDUSTRIAS TEXTEIS SA,SAIF TEXTILE MILLS LTD,4,0
32644068,32644068,1,,MUNDOTEXTIL INDUSTRIAS TEXTEIS SA,SAPPHIRE TEXTILE MILLS LIMITED,1,0
13259569,13259569,1,,BOZBAYLAR TEKSTIL SANVE TICLTD,HIRA TEXTILE MILLS LIMITED,1,0
74931186.2,10704455.17,1,5219044.563,BOZBAYLAR TEKSTIL SANVE TICLTD,INDUS DYEING & MFG CO LTD,7,0
7091983,7091983,1,,BOZBAYLAR TEKSTIL SANVE TICLTD,MAHMOOD TEXTILE MILLS LTD,1,0
10551963.62,10551963.62,1,,BOZBAYLAR TEKSTIL SANVE TICLTD,MASOOD SPINNING MILLS LTD,1,0
12628161,12628161,1,,BOZBAYLAR TEKSTIL SANVE TICLTD,SAPPHIRE TEXTILE MILLS LIMITED,1,0
11645474,11645474,3,,MASCOT GARMENTS LTD,ARTISTIC MILLINERS PVT LTD,1,0
21623585.15,21623585.15,3,,MASCOT GARMENTS LTD,KOHINOOR MILLS LTD,1,0
9961225,9961225,3,,MASCOT GARMENTS LTD,LIBERTY MILLS LIMITED,1,0
11199064,11199064,3,,MASCOT GARMENTS LTD,MASTER TEXTILE MILLS LIMITED,1,0
58044678.42,14511169.61,3,6373659.733,MASCOT GARMENTS LTD,SAPHIRE FINISHING MILLS LTD,4,0
7694962,7694962,1,,YAGI AND COMPANY HONG KONG LTD,FAISAL SPINNING MILLS LTD,1,0
32851442.52,8212860.63,1,10902474.81,YAGI AND COMPANY HONG KONG LTD,MAHMOOD TEXTILE MILLS LTD,4,0
111919651.3,18653275.22,1,18563724.33,YAGI AND COMPANY HONG KONG LTD,MASOOD SPINNING MILLS LTD,6,0
26675363.21,13337681.61,1,3772466.049,YAGI AND COMPANY HONG KONG LTD,ROOMI FABRICS LIMITED,2,0
21601110,10800555,1,5356770.859,YAGI AND COMPANY HONG KONG LTD,TATA TEXTILE MILLS LIMITED,2,0
111245544.4,11124554.44,5,7146091.964,CATOTEX SL,ABDUR RAHMAN CORPORATION PVT,10,0
9212064,9212064,5,,CATOTEX SL,ARZOO TEXTILE MILLS LTD,1,1
14303618.83,4767872.943,5,4558684.375,CATOTEX SL,DIAMOND FABRICS LIMITED,3,1
40452341.81,8090468.362,5,7517286.939,CATOTEX SL,GOHAR TEXTILE MILLS PVT LTD,5,0
19876181.41,6625393.803,5,1470318.698,CATOTEX SL,SUBHAN TEXTILES,3,0
13193376,13193376,1,,OZER TEKSTIL SAN VE TIC LTD STI,FAZAL CLOTH MILLS LIMITED,1,0
28011686,9337228.667,1,2905973.123,OZER TEKSTIL SAN VE TIC LTD STI,INDUS DYEING & MFG CO LTD,3,0
7544188,7544188,1,,OZER TEKSTIL SAN VE TIC LTD STI,INDUS LYALLPUR LIMITED,1,0
5671738.6,5671738.6,1,,OZER TEKSTIL SAN VE TIC LTD STI,MAHMOOD TEXTILE MILLS LTD,1,0
5181090.05,5181090.05,1,,OZER TEKSTIL SAN VE TIC LTD STI,MASOOD SPINNING MILLS LTD,1,0
15717303.67,5239101.223,0,1677791.272,GAMBA SRL,AFROZE TEXTILE INDUSTRIES PVT LTD,3,0
4287079.26,4287079.26,0,,GAMBA SRL,ALLAH TAWAKAL TEXTILE,1,0
10894766.5,5447383.25,0,455457.0237,GAMBA SRL,COLONY TEXTILE MILLS LIMITED,2,1
5967521,5967521,0,,GAMBA SRL,M YAHYA M YOUSUF BARI,1,0
110942022.5,27735505.62,1,10703754.73,JINFANG COTTON TECHNOLOGY CO LTD,GHAZI FABRICS INTERNATIONAL LTD,4,0
88794963.67,88794963.67,1,,JINFANG COTTON TECHNOLOGY CO LTD,HIRA TEXTILE MILLS LIMITED,1,0
22593276,22593276,1,,JINFANG COTTON TECHNOLOGY CO LTD,NISAR SPINNING MILLS PVT LIMITED,1,0
24384809.82,24384809.82,1,,JINFANG COTTON TECHNOLOGY CO LTD,NISHAT CHUNIAN LIMITED,1,0
44798230.07,44798230.07,1,,JINFANG COTTON TECHNOLOGY CO LTD,SIARA TEXTILE MILLS PVT LTD,1,0
18555632.36,9277816.18,5,2142423.493,TESS S R L,GOHAR TEXTILE MILLS PVT LTD,2,0
4997320,4997320,5,,TESS S R L,HBR TEXTILE INDUSTRIES,1,0
3041423,3041423,5,,TESS S R L,HUSSAIN HOME TEXTILE,1,0
18833122.68,6277707.56,5,1485490.849,TESS S R L,JANNAT HOME PRODUCTS,3,0
4078578,4078578,5,,TESS S R L,SHAKEEL TEXTILE INDUSTRIES,1,1
12137579,12137579,6,,ZACLIE SARL,BEST EXPORTS PVT LTD,1,0
52773320.57,8795553.428,6,2767718.309,ZACLIE SARL,FAZAL SARDAR TEXTILE MILLS,6,0
60486898,15121724.5,6,7145281.778,ZACLIE SARL,GULFRAZ FABRICS,4,1
15579786,15579786,6,,ZACLIE SARL,NISHAT CHUNIAN LIMITED,1,1
74959692,10708527.43,6,9550958.149,ZACLIE SARL,NISHAT MILLS LIMITED,7,1
6289145,6289145,0,,TXM SPOLKA AKCYJNA,HUDABIA TEXTILE,1,1
3514005,3514005,0,,TXM SPOLKA AKCYJNA,M HASSAN DIN AND SONS,1,0
9597552,9597552,0,,TXM SPOLKA AKCYJNA,NISHITEX ENTERPRISES,1,0
44310148,22155074,1,4832299.86,VATEKS VATAN TEKSTIL SANAYI TICARET,EASTERN SPINNING MILLS LIMITED,2,0
44423365.96,8884673.192,1,5109468.6,VATEKS VATAN TEKSTIL SANAYI TICARET,INDUS DYEING & MFG CO LTD,5,0
7472726.04,7472726.04,1,,VATEKS VATAN TEKSTIL SANAYI TICARET,MAHMOOD TEXTILE MILLS LTD,1,0
38973117,38973117,1,,VATEKS VATAN TEKSTIL SANAYI TICARET,MASOOD SPINNING MILLS LTD,1,0
32577389,16288694.5,1,4607137.969,VATEKS VATAN TEKSTIL SANAYI TICARET,NADEEM TEXTILE MILLS LIMITED,2,0
24034774.08,24034774.08,1,,GUANGZHOU LIGHT HOLDINGS,AMER COTTON MILLS PVT LTD,1,0
48616075.31,12154018.83,1,4390733.247,GUANGZHOU LIGHT HOLDINGS,EASTERN SPINNING MILLS LIMITED,4,0
155813066.8,12984422.23,1,5579196.63,GUANGZHOU LIGHT HOLDINGS,INDUS DYEING & MFG CO LTD,12,0
17459408,17459408,1,,GUANGZHOU LIGHT HOLDINGS,INDUS LYALLPUR LIMITED,1,0
13214934,13214934,1,,GUANGZHOU LIGHT HOLDINGS,NISHAT CHUNIAN LIMITED,1,0
373114755,53302107.86,4,81421064.66,GUJRANWALA ELECTRIC POWER CO LTD,KBK ELECTRONICS PRIVATELTD,7,0
83399472,41699736,4,29271726.07,GUJRANWALA ELECTRIC POWER CO LTD,MUTAHIR METAL WORKS PVT LTD,2,0
43836000,6262285.714,1,2285579.237,QUANNITEX ENTERPRISE CORPORATION,BAJWA SPINNING MILLS PVT LTD,7,1
24157859,24157859,1,,QUANNITEX ENTERPRISE CORPORATION,MAHMOOD TEXTILE MILLS LTD,1,0
192790434.8,13770745.34,1,8492575.043,QUANNITEX ENTERPRISE CORPORATION,NISHAT CHUNIAN LIMITED,14,0
82843391.97,10355424,1,7295869.187,QUANNITEX ENTERPRISE CORPORATION,RIAZ TEXTILE MILLS PVT LTD,8,0
24069633.57,12034816.79,1,575832.1032,QUANNITEX ENTERPRISE CORPORATION,SURAJ COTTON MILLS LIMITED,2,1
60888895,30444447.5,3,42031631.28,PIMKIE APPARELS LIMITED,ARTISTIC MILLINERS PVT LTD,2,0
6785585.42,2261861.807,3,2505422.065,PIMKIE APPARELS LIMITED,KOHINOOR MILLS LTD,3,0
9479008.95,9479008.95,3,,PIMKIE APPARELS LIMITED,LIBERTY MILLS LIMITED,1,0
298024513.9,49670752.31,3,27767738.97,PIMKIE APPARELS LIMITED,M S RANA TEXTILE MILLS LIMITEDDF,6,0
49209305.71,16403101.9,3,18290719.23,PIMKIE APPARELS LIMITED,RAJBY TEXTILES PVT LIMITED,3,0
4313290.8,4313290.8,5,,INTEX TUNISIE SARL,ARSHAD CORPORATION PVT LTD,1,0
9385278.39,4692639.195,5,223663.5247,INTEX TUNISIE SARL,DIAMOND FABRICS LIMITED,2,1
10750277.36,3583425.787,5,1929574.759,INTEX TUNISIE SARL,HUDABIA TEXTILE,3,0
2521616.16,2521616.16,5,,INTEX TUNISIE SARL,HUSNAIN TEXTILE MILLS PVT LTD,1,1
53439855.66,5343985.566,5,821813.3626,INTEX TUNISIE SARL,ZAHIDJEE TEXTILE MILLS LTD,10,0
23366196.17,5841549.043,6,1006636.368,AZIENDA FODERAMI DRAGONI SPA,COLONY TEXTILE MILLS LIMITED,4,0
4409978,4409978,6,,AZIENDA FODERAMI DRAGONI SPA,GHAZI FABRICS INTERNATIONAL LTD,1,1
51797741,10359548.2,6,2337662.41,AZIENDA FODERAMI DRAGONI SPA,KOHINOOR MILLS LTD,5,1
9793110,4896555,6,711940.5631,AZIENDA FODERAMI DRAGONI SPA,RELIANCE WEAVING MILLS LTD,2,0
4659863.17,4659863.17,6,,AZIENDA FODERAMI DRAGONI SPA,UNION FABRICS PRIVATE LIMITED,1,0
98754653.33,6583643.555,3,9424057.033,PIONEER APPARELS LTD,ARTISTIC MILLINERS PVT LTD,15,0
6999867.6,2333289.2,3,1110972.915,PIONEER APPARELS LTD,KOHINOOR MILLS LTD,3,0
2878426,2878426,3,,PIONEER APPARELS LTD,NAVEENA EXPORTS LIMITED,1,0
40904289.41,10226072.35,3,4766956.093,PIONEER APPARELS LTD,NISHAT MILLS LIMITED,4,0
86488848,9609872,3,10675543.32,PIONEER APPARELS LTD,SIDDIQSONS LIMITED,9,0
9488720.92,9488720.92,19,,YOUN CHUL LEATHER,GLOBAL LEATHER PVT LTD,1,0
6242969,3121484.5,19,1863061.613,YOUN CHUL LEATHER,LEATHER FIELD PRIVATE LIMITED,2,0
9885551,9885551,19,,YOUN CHUL LEATHER,M S A R YOUSAF,1,0
11700337,5850168.5,19,5866225.032,YOUN CHUL LEATHER,RIAZ TANNERIES,2,0
175882058,8794102.901,19,5132714.916,YOUN CHUL LEATHER,YOUSAF TANNERIES,20,0
33069183.64,6613836.728,6,1954645.935,TEMA INDUSTRIA TESSILE SRL,COLONY TEXTILE MILLS LIMITED,5,0
11999940,5999970,6,5091143.369,TEMA INDUSTRIA TESSILE SRL,GHAZI FABRICS INTERNATIONAL LTD,2,1
3801581,3801581,6,,TEMA INDUSTRIA TESSILE SRL,KOHINOOR MILLS LTD,1,1
8517557,8517557,6,,TEMA INDUSTRIA TESSILE SRL,RELIANCE WEAVING MILLS LTD,1,0
1391993,1391993,6,,TEMA INDUSTRIA TESSILE SRL,SHUJABAD WEAVING MILLS LTD,1,0
5547572,5547572,1,,SOUTHERN TEXTILE CO LTD,FAZAL CLOTH MILLS LIMITED,1,0
10956692.87,10956692.87,1,,SOUTHERN TEXTILE CO LTD,INDUS DYEING & MFG CO LTD,1,0
5773837.2,5773837.2,1,,SOUTHERN TEXTILE CO LTD,NISAR SPINNING MILLS PVT LIMITED,1,0
21146894,21146894,1,,SOUTHERN TEXTILE CO LTD,SAPPHIRE TEXTILE MILLS LIMITED,1,0
7919960,7919960,1,,SOUTHERN TEXTILE CO LTD,UMAR SPINNING MILLS PVT LTD,1,0
19769857.09,4942464.273,0,1678524.04,FABTEX FZC,ARSHAD CORPORATION PVT LTD,4,1
3978870.46,3978870.46,0,,FABTEX FZC,BISMILLAH TEXTILES LIMITED,1,0
4427690,4427690,0,,FABTEX FZC,H A R TEXTILE MILLS PVT LTD,1,0
13486491.27,6743245.635,0,168944.7028,FABTEX FZC,MAGNA PROCESSING INDUSTRIES PVT,2,0
6255455.76,6255455.76,0,,FABTEX FZC,S A SONS,1,0
2696699,2696699,6,,INDUSTRIA TESSILE GASRALDI,FAZAL SARDAR TEXTILE MILLS,1,0
7018765,7018765,6,,INDUSTRIA TESSILE GASRALDI,INDUS DYEING & MFG CO LTD,1,1
